Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Variant Image,Variant Weight Unit,Status
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,2XL,,1 Print Area,GILDAN_5000_ASH_2XL_05,0,,,continue,manual,22.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,2XL,,2 Print Areas,GILDAN_5000_ASH_2XL_05,0,,,continue,manual,32.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,2XL,,3 Print Areas,GILDAN_5000_ASH_2XL_05,0,,,continue,manual,42.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,2XL,,4 Print Areas,GILDAN_5000_ASH_2XL_05,0,,,continue,manual,52.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,3XL,,1 Print Area,GILDAN_5000_ASH_3XL_06,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,3XL,,2 Print Areas,GILDAN_5000_ASH_3XL_06,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,3XL,,3 Print Areas,GILDAN_5000_ASH_3XL_06,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,3XL,,4 Print Areas,GILDAN_5000_ASH_3XL_06,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,4XL,,1 Print Area,GILDAN_5000_ASH_4XL_07,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,4XL,,2 Print Areas,GILDAN_5000_ASH_4XL_07,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,4XL,,3 Print Areas,GILDAN_5000_ASH_4XL_07,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,4XL,,4 Print Areas,GILDAN_5000_ASH_4XL_07,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,5XL,,1 Print Area,GILDAN_5000_ASH_5XL_08,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,5XL,,2 Print Areas,GILDAN_5000_ASH_5XL_08,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,5XL,,3 Print Areas,GILDAN_5000_ASH_5XL_08,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,5XL,,4 Print Areas,GILDAN_5000_ASH_5XL_08,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,SM,,1 Print Area,GILDAN_5000_CHARCOAL_S_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,SM,,2 Print Areas,GILDAN_5000_CHARCOAL_S_01,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,SM,,3 Print Areas,GILDAN_5000_CHARCOAL_S_01,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,SM,,4 Print Areas,GILDAN_5000_CHARCOAL_S_01,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,MD,,1 Print Area,GILDAN_5000_CHARCOAL_M_02,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,MD,,2 Print Areas,GILDAN_5000_CHARCOAL_M_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,MD,,3 Print Areas,GILDAN_5000_CHARCOAL_M_02,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,MD,,4 Print Areas,GILDAN_5000_CHARCOAL_M_02,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,LG,,1 Print Area,GILDAN_5000_CHARCOAL_L_03,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,LG,,2 Print Areas,GILDAN_5000_CHARCOAL_L_03,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,LG,,3 Print Areas,GILDAN_5000_CHARCOAL_L_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,LG,,4 Print Areas,GILDAN_5000_CHARCOAL_L_03,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,XL,,1 Print Area,GILDAN_5000_CHARCOAL_XL_04,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,XL,,2 Print Areas,GILDAN_5000_CHARCOAL_XL_04,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,XL,,3 Print Areas,GILDAN_5000_CHARCOAL_XL_04,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,XL,,4 Print Areas,GILDAN_5000_CHARCOAL_XL_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,2XL,,1 Print Area,GILDAN_5000_CHARCOAL_2XL_05,0,,,continue,manual,22.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,2XL,,2 Print Areas,GILDAN_5000_CHARCOAL_2XL_05,0,,,continue,manual,32.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,2XL,,3 Print Areas,GILDAN_5000_CHARCOAL_2XL_05,0,,,continue,manual,42.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,2XL,,4 Print Areas,GILDAN_5000_CHARCOAL_2XL_05,0,,,continue,manual,52.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,3XL,,1 Print Area,GILDAN_5000_CHARCOAL_3XL_06,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,3XL,,2 Print Areas,GILDAN_5000_CHARCOAL_3XL_06,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,3XL,,3 Print Areas,GILDAN_5000_CHARCOAL_3XL_06,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,3XL,,4 Print Areas,GILDAN_5000_CHARCOAL_3XL_06,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,4XL,,1 Print Area,GILDAN_5000_CHARCOAL_4XL_07,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,4XL,,2 Print Areas,GILDAN_5000_CHARCOAL_4XL_07,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,4XL,,3 Print Areas,GILDAN_5000_CHARCOAL_4XL_07,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,4XL,,4 Print Areas,GILDAN_5000_CHARCOAL_4XL_07,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,5XL,,1 Print Area,GILDAN_5000_CHARCOAL_5XL_08,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,5XL,,2 Print Areas,GILDAN_5000_CHARCOAL_5XL_08,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,5XL,,3 Print Areas,GILDAN_5000_CHARCOAL_5XL_08,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Charcoal,,5XL,,4 Print Areas,GILDAN_5000_CHARCOAL_5XL_08,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/charcoal_front.jpg?v=1753357491,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,SM,,1 Print Area,GILDAN_5000_SPORT_GREY_S_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,SM,,2 Print Areas,GILDAN_5000_SPORT_GREY_S_01,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,SM,,3 Print Areas,GILDAN_5000_SPORT_GREY_S_01,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,SM,,4 Print Areas,GILDAN_5000_SPORT_GREY_S_01,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,MD,,1 Print Area,GILDAN_5000_SPORT_GREY_M_02,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,MD,,2 Print Areas,GILDAN_5000_SPORT_GREY_M_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,MD,,3 Print Areas,GILDAN_5000_SPORT_GREY_M_02,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,MD,,4 Print Areas,GILDAN_5000_SPORT_GREY_M_02,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,LG,,1 Print Area,GILDAN_5000_SPORT_GREY_L_03,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,LG,,2 Print Areas,GILDAN_5000_SPORT_GREY_L_03,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,LG,,3 Print Areas,GILDAN_5000_SPORT_GREY_L_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,LG,,4 Print Areas,GILDAN_5000_SPORT_GREY_L_03,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,XL,,1 Print Area,GILDAN_5000_SPORT_GREY_XL_04,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,XL,,2 Print Areas,GILDAN_5000_SPORT_GREY_XL_04,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,XL,,3 Print Areas,GILDAN_5000_SPORT_GREY_XL_04,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,XL,,4 Print Areas,GILDAN_5000_SPORT_GREY_XL_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,2XL,,1 Print Area,GILDAN_5000_SPORT_GREY_2XL_05,0,,,continue,manual,22.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,2XL,,2 Print Areas,GILDAN_5000_SPORT_GREY_2XL_05,0,,,continue,manual,32.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,2XL,,3 Print Areas,GILDAN_5000_SPORT_GREY_2XL_05,0,,,continue,manual,42.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,2XL,,4 Print Areas,GILDAN_5000_SPORT_GREY_2XL_05,0,,,continue,manual,52.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,3XL,,1 Print Area,GILDAN_5000_SPORT_GREY_3XL_06,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,3XL,,2 Print Areas,GILDAN_5000_SPORT_GREY_3XL_06,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,3XL,,3 Print Areas,GILDAN_5000_SPORT_GREY_3XL_06,0,,,continue,manual,36.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,3XL,,4 Print Areas,GILDAN_5000_SPORT_GREY_3XL_06,0,,,continue,manual,46.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,4XL,,1 Print Area,GILDAN_5000_SPORT_GREY_4XL_07,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,4XL,,2 Print Areas,GILDAN_5000_SPORT_GREY_4XL_07,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,4XL,,3 Print Areas,GILDAN_5000_SPORT_GREY_4XL_07,0,,,continue,manual,36.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,4XL,,4 Print Areas,GILDAN_5000_SPORT_GREY_4XL_07,0,,,continue,manual,46.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,5XL,,1 Print Area,GILDAN_5000_SPORT_GREY_5XL_08,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,5XL,,2 Print Areas,GILDAN_5000_SPORT_GREY_5XL_08,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,5XL,,3 Print Areas,GILDAN_5000_SPORT_GREY_5XL_08,0,,,continue,manual,36.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Sport Grey,,5XL,,4 Print Areas,GILDAN_5000_SPORT_GREY_5XL_08,0,,,continue,manual,46.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/sport_grey_fornt.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,SM,,1 Print Area,GILDAN_5000_NAVY_S_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,SM,,2 Print Areas,GILDAN_5000_NAVY_S_01,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,SM,,3 Print Areas,GILDAN_5000_NAVY_S_01,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,SM,,4 Print Areas,GILDAN_5000_NAVY_S_01,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,MD,,1 Print Area,GILDAN_5000_NAVY_M_02,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,MD,,2 Print Areas,GILDAN_5000_NAVY_M_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,MD,,3 Print Areas,GILDAN_5000_NAVY_M_02,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Navy,,MD,,4 Print Areas,GILDAN_5000_NAVY_M_02,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/navy_front_a13f69ff-cffc-4f59-b8bb-f63c010f6519.jpg?v=1753357492,kg,
